next_day_high,tw_Open,tw_High,tw_Low,tw_Close,tw_Adj_Close,tw_VALUE,jp_VALUE ,chn_VALUE,chnhk_VALUE,bx_VALUE,cnd_VALUE,ind_VALUE,ko_VALUE,sd_VALUE,nafrc_VALUE,sgp_VALUE,sz_VALUE,aut_VALUE,eur_VALUE,nzn_VALUE,uk_VALUE
9061.599609,9094.269531,9124.299805,8988.129883,8996.719727,8996.686523,27.87,4.10907786149982,0.072659797415299,0.93104194207427,0.138979244114002,1.27890777375313,25.998547567175,24.8743016759777,0.008726558113419,0.583322609702741,0.315508493271564,1.02915676129213,0.90284914361373,0.619887812964911,1.79045624496336,0.406718656268746
9218.209961,9061.599609,9061.599609,8997.509766,9027.629883,9027.59668,27.89,4.06812477590534,0.073342147012163,0.930672723339823,0.139169733359158,1.27444794952681,26.0556202679091,24.8393405979324,0.008677165354331,0.586595799844439,0.31646408839779,1.02374301675978,0.905039458815365,0.617084604703039,1.80278735888834,0.401243707432633
9370.410156,9144.959961,9218.209961,9119.25,9192.570313,9192.536133,27.905,4.05052857910769,0.073622931964965,0.93054821188233,0.139191466556469,1.27559493436007,26.0418939559241,24.8289345063539,0.008684758155231,0.587021986206003,0.316377075404049,1.01994560290118,0.913385898691803,0.613371918063157,1.80542411071078,0.400533254332691
9371.5,9365.19043,9370.410156,9304.820313,9322.839844,9322.805664,27.92,4.03295128939828,0.073905861456483,0.930423706409671,0.139213204525495,1.27674181278412,26.028193576515,24.8185371300949,0.00869235095613,0.587447428016823,0.316290340345853,1.0161582393091,0.921857376679682,0.60965361929738,1.80807259011733,0.399822169531713
9415.580078,9345.549805,9371.5,9282.099609,9305.269531,9305.235352,27.94,4.03579098067287,0.073801880099326,0.930508657878609,0.139340875045199,1.27386468952734,26.045834849036,24.8603351955307,0.008739325842697,0.585818976600669,0.315702842093712,1.01876955161627,0.91346849926717,0.616084059339359,1.79443078345223,0.400177672490376
9511.799805,9391.280273,9415.580078,9343.299805,9362.679688,9362.645508,27.95,4.04186046511628,0.073665574931398,0.93042537851478,0.139429161823583,1.27176732123009,26.0597232337946,24.8742314141979,0.008679213483146,0.590070554728461,0.315313734093901,1.01600333982744,0.919245226129729,0.610642758372617,1.81281713423579,0.399643705463183
9526.740234,9470.929688,9511.799805,9420.709961,9429.740234,9429.706055,27.87,4.05740940078938,0.073587725504068,0.930443560501364,0.139412334517275,1.27255882897906,26.0410599883518,24.9091417388873,0.008670033670034,0.589320388349515,0.314266886326194,1.01335010833858,0.928331507924145,0.609081916375562,1.81420100625458,0.398317635211184
9626.339844,9498.070313,9526.740234,9333.790039,9394.629883,9394.595703,27.87,4.08611410118407,0.073064629434493,0.930966516837728,0.13942320105342,1.26898148148148,26.0707770886538,24.965015393227,0.008690582959641,0.586687306501548,0.316512752858399,1.01431052448767,0.925019714945185,0.608880521442692,1.8157415439014,0.39545320342486
9714.780273,9626.339844,9626.339844,9561.080078,9593.540039,9593.503906,27.94,4.07158196134574,0.073145218002813,0.931318351159716,0.139376733982838,1.26747523377465,26.1139517896275,24.993006993007,0.008729155008394,0.58407590230143,0.31654044561519,1.02080443828017,0.923026937618147,0.608507719405179,1.81745498316469,0.394206847529913
9648.429688,9714.780273,9714.780273,9451.450195,9555.980469,9555.945313,27.96,4.14413447782547,0.07181841719168,0.931131032493751,0.139472155901142,1.26843712408624,26.0650714911001,25.0209907640638,0.008796420581655,0.579348931841302,0.316791044776119,1.0256356959745,0.919976497544413,0.6115061607462,1.81116977918623,0.395466746197435
